# Generated by tools/build_taipei_places.py -- edit that, not this.
# name	reading	kind	corpus count, rescaled onto phrase.occ
台北市農會陽明山牧場	tai bei shi nong hui yang ming shan mu chang	landmark	0.01
台北市銀行	tai bei shi yin hang	landmark	0.21
台北師範學院	tai bei shi fan xue yuan	landmark	0.34
台北捷運站	tai bei jie yun zhan	landmark	1.67
台北科技大學	tai bei ke ji da xue	landmark	5.34
台北第一公墓	tai bei di yi gong mu	landmark	0.00
台北航空站	tai bei hang kong zhan	landmark	0.10
台北郵局	tai bei you ju	landmark	0.87
台北醫學大學附設醫院	tai bei yi xue da xue fu she yi yuan	landmark	4.19
台北醫學院	tai bei yi xue yuan	landmark	1.25
台北電台	tai bei dian tai	landmark	0.24
台汽北站	tai qi bei zhan	landmark	0.14
台灣神學院	tai wan shen xue yuan	landmark	1.90
台灣科技大學	tai wan ke ji da xue	landmark	5.45
台視公司	tai shi gong si	landmark	0.24
台電服務處	tai dian fu wu chu	landmark	0.01
司法院	si fa yuan	landmark	49.51
吉林	ji lin	landmark	55.43
吳興	wu xing	landmark	9.67
善光寺	shan guang si	landmark	3.27
喬治工商補校	qiao zhi gong shang bu xiao	landmark	0.00
國有財產局	guo you cai chan ju	landmark	2.53
國科會資料中心	guo ke hui zi liao zhong xin	landmark	0.00
國立台北商業技術學院	guo li tai bei shang ye ji shu xue yuan	landmark	0.12
國立台北護專	guo li tai bei hu zhuan	landmark	0.01
國立台灣大學	guo li tai wan da xue	landmark	9.68
國立政治大學	guo li zheng zhi da xue	landmark	13.49
國立臺北商業技術學院	guo li tai bei shang ye ji shu xue yuan	landmark	0.04
國立臺北護專	guo li tai bei hu zhuan	landmark	0.01
國立臺灣大學	guo li tai wan da xue	landmark	18.14
國立藝術學院	guo li yi shu xue yuan	landmark	1.45
國軍第一示範公墓	guo jun di yi shi fan gong mu	landmark	0.00
國際電信局	guo ji dian xin ju	landmark	0.02
國際電台	guo ji dian tai	landmark	0.11
國際電臺	guo ji dian tai	landmark	0.03
國際青年活動中心	guo ji qing nian huo dong zhong xin	landmark	0.02
圓山交流道	yuan shan jiao liu dao	landmark	0.29
圓山大橋	yuan shan da qiao	landmark	0.01
圓山大飯店	yuan shan da fan dian	landmark	6.99
圓山派出所	yuan shan pai chu suo	landmark	0.02
圓山消防分隊	yuan shan xiao fang fen dui	landmark	0.00
圓山育樂中心	yuan shan yu le zhong xin	landmark	0.06
圓拱橋	yuan gong qiao	landmark	0.14
圓覺寺	yuan jue si	landmark	1.27
圓通巖	yuan tong yan	landmark	0.00
地藏禪寺	di cang chan si	landmark	0.13
坤天堂	kun tian tang	landmark	0.00
城中消防分隊	cheng zhong xiao fang fen dui	landmark	0.00
埤腹抽水站	pi fu chou shui zhan	landmark	0.00
培靈醫院	pei ling yi yuan	landmark	0.02
報恩塔	bao en ta	landmark	0.11
士東	shi dong	landmark	4.35
士林區健康服務中心	shi lin qu jian kang fu wu zhong xin	landmark	0.04
士林市場	shi lin shi chang	landmark	0.39
士林消防中隊	shi lin xiao fang zhong dui	landmark	0.00
士林車站	shi lin che zhan	landmark	0.02
士林高商	shi lin gao shang	landmark	0.55
壽星宮	shou xing gong	landmark	0.00
外交部	wai jiao bu	landmark	164.28
外雙溪橋	wai shuang xi qiao	landmark	0.10
大佳	da jia	landmark	6.46
大佳河濱公園	da jia he bin gong yuan	landmark	3.72
大南車站	da nan che zhan	landmark	0.00
大同公司	da tong gong si	landmark	4.04
大同區健康服務中心	da tong qu jian kang fu wu zhong xin	landmark	0.07
大同工學院	da tong gong xue yuan	landmark	0.33
大同消防中隊	da tong xiao fang zhong dui	landmark	0.00
大同消防分隊	da tong xiao fang fen dui	landmark	0.00
大同聖宮	da tong sheng gong	landmark	0.00
大同高中	da tong gao zhong	landmark	1.66
大安區健康服務中心	da an qu jian kang fu wu zhong xin	landmark	0.04
大安消防中隊	da an xiao fang zhong dui	landmark	0.00
大安高工	da an gao gong	landmark	2.03
大屯	da tun	landmark	15.45
大屯橋	da tun qiao	landmark	0.06
大悲佛堂	da bei fo tang	landmark	0.00
大明寺	da ming si	landmark	0.35
大橋	da qiao	landmark	140.39
大湖消防分隊	da hu xiao fang fen dui	landmark	0.00
大理	da li	landmark	154.74
大理國中	da li guo zhong	landmark	0.10
大直橋	da zhi qiao	landmark	1.03
大直消防分隊	da zhi xiao fang fen dui	landmark	0.00
大經橋	da jing qiao	landmark	0.00
大誠高中	da cheng gao zhong	landmark	0.17
大雄寶殿	da xiong bao dian	landmark	6.22
大龍	da long	landmark	23.45
天主教公墓	tian zhu jiao gong mu	landmark	0.03
天主教墓園	tian zhu jiao mu yuan	landmark	0.05
天寶聖道宮	tian bao sheng dao gong	landmark	0.14
天心中醫醫院	tian xin zhong yi yi yuan	landmark	0.00
天恩宮	tian en gong	landmark	0.15
天文台	tian wen tai	landmark	36.56
天文科學教育館	tian wen ke xue jiao yu guan	landmark	1.00
天文臺	tian wen tai	landmark	3.02
天母	tian mu	landmark	120.26
天母公園	tian mu gong yuan	landmark	0.83
天母大橋	tian mu da qiao	landmark	0.00
天母消防分隊	tian mu xiao fang fen dui	landmark	0.00
奎山中學	kui shan zhong xue	landmark	0.02
妙天宮	miao tian gong	landmark	0.00
威靈廟	wei ling miao	landmark	0.02
婆婆橋	po po qiao	landmark	0.01
守德寺	shou de si	landmark	0.00
安和消防分隊	an he xiao fang fen dui	landmark	0.00
安國寺	an guo si	landmark	0.34
富安	fu an	landmark	3.41
富德墓園	fu de mu yuan	landmark	0.01
實踐	shi jian	landmark	826.79
實踐大學	shi jian da xue	landmark	10.84
寶儀橋	bao yi qiao	landmark	0.00
寶橋消防分隊	bao qiao xiao fang fen dui	landmark	0.00
寶藏嚴寺	bao cang yan si	landmark	0.00
山主祠	shan zhu ci	landmark	0.01
山仔后消防分隊	shan zi hou xiao fang fen dui	landmark	0.00
山豬窟垃圾掩埋場	shan zhu ku le se yan mai chang	landmark	0.03
峰頂橋	feng ding qiao	landmark	0.02
市圖館	shi tu guan	landmark	0.62
市立啟聰學校	shi li qi cong xue xiao	landmark	0.36
市立圖書館	shi li tu shu guan	landmark	18.22
市立師範學院	shi li shi fan xue yuan	landmark	0.40
市立棒球場	shi li bang qiu chang	landmark	2.92
市立療養院	shi li liao yang yuan	landmark	0.30
市立第二殯儀館	shi li di er bin yi guan	landmark	0.09
市立美術館	shi li mei shu guan	landmark	18.30
市立體育學院	shi li ti yu xue yuan	landmark	0.27
市警局	shi jing ju	landmark	17.42
帕米爾公園	pa mi er gong yuan	landmark	0.06
師大分部	shi da fen bu	landmark	0.62
師大附中	shi da fu zhong	landmark	6.53
師範大學	shi fan da xue	landmark	65.60
平等	ping deng	landmark	419.92
幸安	xing an	landmark	1.45
幼獅電台	you shi dian tai	landmark	0.01
幼獅電臺	you shi dian tai	landmark	0.00
康寧	kang ning	landmark	26.96
康寧護專	kang ning hu zhuan	landmark	0.15
延壽橋	yan shou qiao	landmark	0.01
延平	yan ping	landmark	31.07
延平宮	yan ping gong	landmark	0.05
延平消防分隊	yan ping xiao fang fen dui	landmark	0.01
延平高中	yan ping gao zhong	landmark	0.26
建國中學	jian guo zhong xue	landmark	4.96
建安	jian an	landmark	19.75
建成	jian cheng	landmark	196.14
建成消防分隊	jian cheng xiao fang fen dui	landmark	0.00
強恕中學	qiang shu zhong xue	landmark	0.60
後港消防分隊	hou gang xiao fang fen dui	landmark	0.00
復興公園	fu xing gong yuan	landmark	0.88
復興劇校	fu xing ju xiao	landmark	0.25
復興消防分隊	fu xing xiao fang fen dui	landmark	0.00
復興高中	fu xing gao zhong	landmark	0.81
德明商專	de ming shang zhuan	landmark	0.05
志仁補校	zhi ren bu xiao	landmark	0.00
志仁高職	zhi ren gao zhi	landmark	0.00
志清	zhi qing	landmark	5.48
忠孝消防分隊	zhong xiao xiao fang fen dui	landmark	0.00
恒光橋	heng guang qiao	landmark	0.01
惇敘綜合高工	dun xu zong he gao gong	landmark	0.00
慈佑宮	ci you gong	landmark	0.36
慈光寺	ci guang si	landmark	0.26
慈生堂	ci sheng tang	landmark	0.00
慈航寺	ci hang si	landmark	0.06
慈鳳宮	ci feng gong	landmark	0.43
慧濟寺	hui ji si	landmark	0.30
憲兵隊	xian bing dui	landmark	4.36
應公廟	ying gong miao	landmark	0.61
懷恩隧道	huai en sui dao	landmark	0.06
懷生	huai sheng	landmark	4.69
成功中學	cheng gong zhong xue	landmark	0.56
成德	cheng de	landmark	11.81
成淵	cheng yuan	landmark	1.70
成美橋	cheng mei qiao	landmark	0.21
承德橋	cheng de qiao	landmark	0.25
指南	zhi nan	landmark	613.52
指福宮	zhi fu gong	landmark	0.00
振興醫療財團法人振興醫院	zhen xing yi liao cai tuan fa ren zhen xing yi yuan	landmark	0.03
挹翠橋	yi cui qiao	landmark	0.01
撫遠抽水站	fu yuan chou shui zhan	landmark	0.00
政大實驗小學	zheng da shi yan xiao xue	landmark	0.01
故宮博物院	gu gong bo wu yuan	landmark	28.67
敦化	dun hua	landmark	31.76
文化	wen hua	landmark	5019.01
文化公園	wen hua gong yuan	landmark	4.96
文化大學碧園實驗農場	wen hua da xue bi yuan shi yan nong chang	landmark	0.00
文山區健康服務中心	wen shan qu jian kang fu wu zhong xin	landmark	0.16
文山區行政大樓	wen shan qu xing zheng da lou	landmark	0.00
文山消防中隊	wen shan xiao fang zhong dui	landmark	0.00
文德女中	wen de nv zhong	landmark	0.17
文昌宮	wen chang gong	landmark	1.15
文昌橋	wen chang qiao	landmark	0.06
文林	wen lin	landmark	9.99
文林橋	wen lin qiao	landmark	0.02
文湖	wen hu	landmark	9.78
新光社區活動中心	xin guang she qu huo dong zhong xin	landmark	0.00
新和	xin he	landmark	125.33
新園一號橋	xin yuan yi hao qiao	landmark	0.00
新大豐塑膠廠	xin da feng su jiao chang	landmark	0.00
新安橋	xin an qiao	landmark	0.00
新店市公所站	xin dian shi gong suo zhan	landmark	0.07
新湖	xin hu	landmark	5.55
新生公園	xin sheng gong yuan	landmark	1.47
新豐煤礦	xin feng mei kuang	landmark	0.00
方濟中學	fang ji zhong xue	landmark	0.16
明安堂	ming an tang	landmark	0.00
明山寺	ming shan si	landmark	0.06
明山橋	ming shan qiao	landmark	0.00
明崙高中	ming lun gao zhong	landmark	0.00
明德宮	ming de gong	landmark	0.15
明德橋	ming de qiao	landmark	0.01
明智宮	ming zhi gong	landmark	0.00
明湖	ming hu	landmark	14.53
明道	ming dao	landmark	31.17
映竹橋	ying zhu qiao	landmark	0.00
時英堂	shi ying tang	landmark	0.00
景安宮	jing an gong	landmark	0.00
景文中學	jing wen zhong xue	landmark	0.10
景福橋	jing fu qiao	landmark	0.00
景美女中	jing mei nv zhong	landmark	2.54
景美河濱公園	jing mei he bin gong yuan	landmark	0.14
景美消防分隊	jing mei xiao fang fen dui	landmark	0.00
景美醫院	jing mei yi yuan	landmark	0.09
景美隧道	jing mei sui dao	landmark	0.00
景興	jing xing	landmark	2.08
曹福公	cao fu gong	landmark	0.00
望星橋	wang xing qiao	landmark	0.02
朝籟橋	chao lai qiao	landmark	0.00
木柵交流道	mu zha jiao liu dao	landmark	0.16
木柵垃圾焚化廠	mu zha le se fen hua chang	landmark	0.03
木柵派出所	mu zha pai chu suo	landmark	0.07
木柵消防分隊	mu zha xiao fang fen dui	landmark	0.00
木柵隧道	mu zha sui dao	landmark	0.07
木柵高工	mu zha gao gong	landmark	0.76
東吳大學	dong wu da xue	landmark	21.81
東園	dong yuan	landmark	7.70
東山高中	dong shan gao zhong	landmark	1.89
東新	dong xin	landmark	21.15
東方工商	dong fang gong shang	landmark	0.44
東湖消防分隊	dong hu xiao fang fen dui	landmark	0.00
東社派出所	dong she pai chu suo	landmark	0.00
松山區健康服務中心	song shan qu jian kang fu wu zhong xin	landmark	0.04
松山商職	song shan shang zhi	landmark	0.10
松山工農職校	song shan gong nong zhi xiao	landmark	0.00
松山抽水站	song shan chou shui zhan	landmark	0.00
松山橋	song shan qiao	landmark	0.00
松山消防中隊	song shan xiao fang zhong dui	landmark	0.00
松山菸廠	song shan yan chang	landmark	2.33
松山醫院	song shan yi yuan	landmark	0.12
松山高中	song shan gao zhong	landmark	2.88
松江大橋	song jiang da qiao	landmark	0.01
松江消防分隊	song jiang xiao fang fen dui	landmark	0.00
林務局	lin wu ju	landmark	29.22
林森公園	lin sen gong yuan	landmark	0.84
林語堂紀念圖書館	lin yu tang ji nian tu shu guan	landmark	0.00
柏園山莊	bo yuan shan zhuang	landmark	0.18
柳鄉市場	liu xiang shi chang	landmark	0.00
格致	ge zhi	landmark	3.27
森林公園	sen lin gong yuan	landmark	38.82
植物園	zhi wu yuan	landmark	51.37
極樂公墓	ji le gong mu	landmark	0.00
正覺禪寺	zheng jue chan si	landmark	0.03
武功	wu gong	landmark	51.59
民族	min zu	landmark	679.03
民本廣播電台	min ben guang bo dian tai	landmark	0.01
民本廣播電臺	min ben guang bo dian tai	landmark	0.00
民權	min quan	landmark	106.48
民權公園	min quan gong yuan	landmark	0.09
民權分隊	min quan fen dui	landmark	0.00
民權大橋	min quan da qiao	landmark	0.56
民權隧道	min quan sui dao	landmark	0.08
民生公園	min sheng gong yuan	landmark	0.38
民航局	min hang ju	landmark	25.16
氣象局	qi xiang ju	landmark	63.66
水屋潭橋	shui wu tan qiao	landmark	0.00
永健	yong jian	landmark	3.04
永公橋	yong gong qiao	landmark	0.00
永吉	yong ji	landmark	8.31
永吉消防分隊	yong ji xiao fang fen dui	landmark	0.00
永春橋	yong chun qiao	landmark	0.01
永福橋	yong fu qiao	landmark	2.69
河堤	he ti	landmark	20.51
河濱高中	he bin gao zhong	landmark	0.00
泉州消防分隊	quan zhou xiao fang fen dui	landmark	0.00
泉源	quan yuan	landmark	41.48
法務部	fa wu bu	landmark	79.94
泰北中學	tai bei zhong xue	landmark	0.13
泰北高中	tai bei gao zhong	landmark	0.47
泰安醫院	tai an yi yuan	landmark	0.03
浮華精舍	fu hua jing she	landmark	0.00
海光公園	hai guang gong yuan	landmark	0.22
消防局第一救災救護大隊	xiao fang ju di yi jiu zai jiu hu da dui	landmark	0.08
消防局第三救災救護大隊	xiao fang ju di san jiu zai jiu hu da dui	landmark	0.05
消防局第二救災救護大隊	xiao fang ju di er jiu zai jiu hu da dui	landmark	0.07
消防局第四救災救護大隊	xiao fang ju di si jiu zai jiu hu da dui	landmark	0.03
消防局防災科學教育館	xiao fang ju fang zai ke xue jiao yu guan	landmark	0.01
消防隊中山分隊	xiao fang dui zhong shan fen dui	landmark	0.00
清天宮	qing tian gong	landmark	0.80
清水宮	qing shui gong	landmark	0.23
清江	qing jiang	landmark	5.34
湖山	hu shan	landmark	26.25
湖山溫泉	hu shan wen quan	landmark	0.00
湖田	hu tian	landmark	1.37
湖田橋	hu tian qiao	landmark	0.22
湧泉寺	yong quan si	landmark	0.45
溪口	xi kou	landmark	14.49
溪山	xi shan	landmark	5.41
溪山派出所	xi shan pai chu suo	landmark	0.02
滬江高中	hu jiang gao zhong	landmark	0.48
潭美	tan mei	landmark	5.64
濟公廟	ji gong miao	landmark	0.36
無音宮	wu yin gong	landmark	0.00
照明宮	zhao ming gong	landmark	0.00
照明寺	zhao ming si	landmark	0.10
玄安宮	xuan an gong	landmark	0.01
玉女宮	yu nv gong	landmark	0.02
玉成	yu cheng	landmark	13.19
玉成公園	yu cheng gong yuan	landmark	0.43
玉成橋	yu cheng qiao	landmark	0.01
玉成派出所	yu cheng pai chu suo	landmark	0.02
玉明宮	yu ming gong	landmark	0.00
王府千歲	wang fu qian sui	landmark	0.01
珠海高職	zhu hai gao zhi	landmark	0.00
環南綜合市場	huan nan zong he shi chang	landmark	0.07
百歲堂	bai sui tang	landmark	0.05
百齡	bai ling	landmark	6.96
百齡橋	bai ling qiao	landmark	0.51
盬察院	gu cha yuan	landmark	0.00
省立博物館	sheng li bo wu guan	landmark	0.36
真光寺	zhen guang si	landmark	0.06
石牌公園	shi pai gong yuan	landmark	0.19
石牌橋	shi pai qiao	landmark	0.10
石牌消防分隊	shi pai xiao fang fen dui	landmark	0.00
碧山寺	bi shan si	landmark	0.12
碧湖公園	bi hu gong yuan	landmark	1.32
碧溪橋	bi xi qiao	landmark	0.06
碧霞宮	bi xia gong	landmark	0.15
磺港橋	huang gang qiao	landmark	0.00
磺溪公園	huang xi gong yuan	landmark	0.01
磺溪嶺溫泉	huang xi ling wen quan	landmark	0.00
磺溪橋	huang xi qiao	landmark	0.17
礁坑二號橋	jiao keng er hao qiao	landmark	0.00
礁坑橋	jiao keng qiao	landmark	0.01
社子	she zi	landmark	11.71
社子消防分隊	she zi xiao fang fen dui	landmark	0.00
祐德中學	you de zhong xue	landmark	0.00
神帝公	shen di gong	landmark	0.00
祥光寺	xiang guang si	landmark	0.03
福全醫院	fu quan yi yuan	landmark	0.02
福安消防分隊	fu an xiao fang fen dui	landmark	0.00
福德坑復育園區	fu de keng fu yu yuan qu	landmark	0.00
福德隧道	fu de sui dao	landmark	0.05
福星	fu xing	landmark	25.74
福星宮	fu xing gong	landmark	0.09
福林	fu lin	landmark	7.20
福林橋	fu lin qiao	landmark	0.14
福林派出所	fu lin pai chu suo	landmark	0.00
福田煤礦	fu tian mei kuang	landmark	0.01
福神宮	fu shen gong	landmark	0.01
福雲宮	fu yun gong	landmark	0.02
秀傳醫院	xiu chuan yi yuan	landmark	4.21
秀山橋	xiu shan qiao	landmark	0.01
秀山消防分隊	xiu shan xiao fang fen dui	landmark	0.00
私立啟明學校	si li qi ming xue xiao	landmark	0.00
私立道藩圖書館	si li dao fan tu shu guan	landmark	0.00
稻江高商	dao jiang gao shang	landmark	0.02
立人小學	li ren xiao xue	landmark	0.02
立法院	li fa yuan	landmark	343.08
竹仔湖氣象站	zhu zi hu qi xiang zhan	landmark	0.00
竹子湖觀光農園	zhu zi hu guan guang nong yuan	landmark	0.00
竹嵩嶺橋	zhu song ling qiao	landmark	0.00
第一示範公墓	di yi shi fan gong mu	landmark	0.04
第七公墓	di qi gong mu	landmark	0.18
第九公墓	di jiu gong mu	landmark	0.15
第十一公墓	di shi yi gong mu	landmark	0.04
粉寮橋	fen liao qiao	landmark	0.00
經濟部	jing ji bu	landmark	248.90
總統府	zong tong fu	landmark	104.10
美通橋	mei tong qiao	landmark	0.00
翠山派出所	cui shan pai chu suo	landmark	0.00
翠林橋	cui lin qiao	landmark	0.00
考試院	kao shi yuan	landmark	21.41
聖人廟	sheng ren miao	landmark	0.00
聖人橋	sheng ren qiao	landmark	0.11
聖德宮	sheng de gong	landmark	0.12
聖恩宮	sheng en gong	landmark	0.00
聖明宮	sheng ming gong	landmark	0.07
育英商工	yu ying shang gong	landmark	0.00
育達商職	yu da shang zhi	landmark	0.44
胡宗南墓	hu zong nan mu	landmark	0.00
胡慈南海寺	hu ci nan hai si	landmark	0.00
胡適	hu shi	landmark	23.83
胡適墓園	hu shi mu yuan	landmark	0.00
自來水廠第五源水處	zi lai shui chang di wu yuan shui chu	landmark	0.00
自來水淨水廠	zi lai shui jing shui chang	landmark	0.03
自來水管理處	zi lai shui guan li chu	landmark	0.02
自強市場第一棟	zi qiang shi chang di yi dong	landmark	0.00
自強市場第三棟	zi qiang shi chang di san dong	landmark	0.00
自強市場第二棟	zi qiang shi chang di er dong	landmark	0.00
自強隧道	zi qiang sui dao	landmark	1.08
至善	zhi shan	landmark	23.06
至妙寺	zhi miao si	landmark	0.00
臺北一隧道	tai bei yi sui dao	landmark	0.00
臺北二隧道	tai bei er sui dao	landmark	0.00
臺北國際社區電台	tai bei guo ji she qu dian tai	landmark	0.00
臺北大橋	tai bei da qiao	landmark	0.06
臺北市政府勞工局	tai bei shi zheng fu lao gong ju	landmark	0.31
臺北市政府消防局	tai bei shi zheng fu xiao fang ju	landmark	0.46
臺北市災害應變中心	tai bei shi zai hai ying bian zhong xin	landmark	0.06
臺北市監理站	tai bei shi jian li zhan	landmark	0.00
臺北市立動物園	tai bei shi li dong wu yuan	landmark	2.84
臺北市立圖書館	tai bei shi li tu shu guan	landmark	0.93
臺北市立萬芳醫院	tai bei shi li wan fang yi yuan	landmark	0.48
臺北市立關渡醫院	tai bei shi li guan du yi yuan	landmark	0.14
臺北市第二公墓	tai bei shi di er gong mu	landmark	0.00
臺北市第八公墓	tai bei shi di ba gong mu	landmark	0.00
臺北市農會陽明山牧場	tai bei shi nong hui yang ming shan mu chang	landmark	0.00
臺北市銀行	tai bei shi yin hang	landmark	0.07
臺北師範學院	tai bei shi fan xue yuan	landmark	0.21
臺北捷運站	tai bei jie yun zhan	landmark	0.05
臺北科技大學	tai bei ke ji da xue	landmark	4.39
臺北第一公墓	tai bei di yi gong mu	landmark	0.00
臺北航空站	tai bei hang kong zhan	landmark	0.07
臺北車站	tai bei che zhan	landmark	4.34
臺北郵局	tai bei you ju	landmark	0.25
臺北醫學大學附設醫院	tai bei yi xue da xue fu she yi yuan	landmark	1.38
臺北醫學院	tai bei yi xue yuan	landmark	0.15
臺北電臺	tai bei dian tai	landmark	0.07
臺大醫院站	tai da yi yuan zhan	landmark	0.21
臺汽北站	tai qi bei zhan	landmark	0.00
臺灣神學院	tai wan shen xue yuan	landmark	0.18
臺灣科技大學	tai wan ke ji da xue	landmark	3.94
臺視公司	tai shi gong si	landmark	0.00
臺電服務處	tai dian fu wu chu	landmark	0.00
興德	xing de	landmark	1.13
興福	xing fu	landmark	4.29
興隆	xing long	landmark	35.01
興雅	xing ya	landmark	2.98
舊莊消防分隊	jiu zhuang xiao fang fen dui	landmark	0.00
芝山公園	zhi shan gong yuan	landmark	0.06
芳和	fang he	landmark	4.03
芳川煤礦	fang chuan mei kuang	landmark	0.04
莊敬消防分隊	zhuang jing xiao fang fen dui	landmark	0.00
莊敬隧道	zhuang jing sui dao	landmark	0.07
莊頂路橋	zhuang ding lu qiao	landmark	0.00
菩提寺	pu ti si	landmark	1.84
華中大橋	hua zhong da qiao	landmark	0.02
華山消防分隊	hua shan xiao fang fen dui	landmark	0.00
華崗藝校	hua gang yi xiao	landmark	0.05
華江	hua jiang	landmark	5.20
華江大橋	hua jiang da qiao	landmark	0.08
華江高中	hua jiang gao zhong	landmark	0.96
華聲電台	hua sheng dian tai	landmark	0.01
華聲電臺	hua sheng dian tai	landmark	0.00
華興中學	hua xing zhong xue	landmark	0.54
華視轉播站	hua shi zhuan bo zhan	landmark	0.01
萬善同公祠	wan shan tong gong ci	landmark	0.00
萬壽宮	wan shou gong	landmark	0.84
萬壽橋	wan shou qiao	landmark	0.33
萬大	wan da	landmark	43.08
萬盛橋	wan sheng qiao	landmark	0.00
萬福橋	wan fu qiao	landmark	0.16
萬興	wan xing	landmark	4.06
萬芳	wan fang	landmark	16.87
萬芳交流道	wan fang jiao liu dao	landmark	0.15
萬芳消防分隊	wan fang xiao fang fen dui	landmark	0.00
萬華	wan hua	landmark	68.29
萬華區健康服務中心	wan hua qu jian kang fu wu zhong xin	landmark	0.06
萬華消防中隊	wan hua xiao fang zhong dui	landmark	0.00
葫蘆	hu lu	landmark	72.09
蓬萊	peng lai	landmark	26.75
蓮池禪寺	lian chi chan si	landmark	0.01
薇閣	wei ge	landmark	8.48
蘭州	lan zhou	landmark	39.41
蘭州派出所	lan zhou pai chu suo	landmark	0.04
蘭雅	lan ya	landmark	2.99
處理場	chu li chang	landmark	4.32
螢橋	ying qiao	landmark	0.92
行政院	xing zheng yuan	landmark	475.85
行政院經建會	xing zheng yuan jing jian hui	landmark	0.57
行政院農委會	xing zheng yuan nong wei hui	landmark	4.76
行義橋	xing yi qiao	landmark	0.02
衛理女中	wei li nv zhong	landmark	0.41
衛生署	wei sheng shu	landmark	64.45
西園	xi yuan	landmark	14.24
西園醫院	xi yuan yi yuan	landmark	0.65
西園陸橋	xi yuan lu qiao	landmark	0.00
西松	xi song	landmark	3.00
西湖工商	xi hu gong shang	landmark	0.12
觀光休閒花圃	guan guang xiu xian hua pu	landmark	0.00
觀光局	guan guang ju	landmark	56.54
觀玄宮	guan xuan gong	landmark	0.02
觀雲橋	guan yun qiao	landmark	0.00
觀音佛堂	guan yin fo tang	landmark	0.07
警察公墓	jing cha gong mu	landmark	0.07
警政署	jing zheng shu	landmark	35.36
豐台煤礦	feng tai mei kuang	landmark	0.00
豐臺煤礦	feng tai mei kuang	landmark	0.00
財團法人同仁院萬華醫院	cai tuan fa ren tong ren yuan wan hua yi yuan	landmark	0.01
財團法人康寧醫院	cai tuan fa ren kang ning yi yuan	landmark	0.06
財政部	cai zheng bu	landmark	185.53
資生堂醫院	zi sheng tang yi yuan	landmark	0.00
足球場	zu qiu chang	landmark	20.72
辛亥隧道	xin hai sui dao	landmark	0.67
逸仙	yi xian	landmark	10.21
道南橋	dao nan qiao	landmark	0.22
道生神學院	dao sheng shen xue yuan	landmark	0.27
達人女中	da ren nv zhong	landmark	0.20
郵政博物館	you zheng bo wu guan	landmark	1.18
郵政總局郵政醫院	you zheng zong ju you zheng yi yuan	landmark	0.00
重慶	chong qing	landmark	179.61
重陽橋	chong yang qiao	landmark	0.57
金佛寺	jin fo si	landmark	0.38
金安堂	jin an tang	landmark	0.00
金華	jin hua	landmark	40.28
金華消防分隊	jin hua xiao fang fen dui	landmark	0.00
金葺	jin qi	landmark	0.00
金龍禪寺	jin long chan si	landmark	0.11
銘傳	ming chuan	landmark	35.74
銘傳大學	ming chuan da xue	landmark	14.58
鎮天宮	zhen tian gong	landmark	0.34
鎮安橋	zhen an qiao	landmark	0.01
鐵路警察局	tie lu jing cha ju	landmark	1.13
鐵路醫院	tie lu yi yuan	landmark	0.75
長春	chang chun	landmark	58.58
開平中學	kai ping zhong xue	landmark	0.09
閭天宮	lv tian gong	landmark	0.00
關渡宮	guan du gong	landmark	1.81
關渡消防分隊	guan du xiao fang fen dui	landmark	0.01
陸軍醫院	lu jun yi yuan	landmark	0.28
陽明大學	yang ming da xue	landmark	10.20
陽明山公園	yang ming shan gong yuan	landmark	0.48
陽明山國家公園警察隊	yang ming shan guo jia gong yuan jing cha dui	landmark	0.00
陽明山消防分隊	yang ming shan xiao fang fen dui	landmark	0.00
陽明淨水站	yang ming jing shui zhan	landmark	0.00
陽明變電所	yang ming bian dian suo	landmark	0.00
陽明醫院	yang ming yi yuan	landmark	1.06
陽明高中	yang ming gao zhong	landmark	2.80
雅禮補校	ya li bu xiao	landmark	0.02
集應廟	ji ying miao	landmark	0.83
雙園	shuang yuan	landmark	4.65
雙園消防分隊	shuang yuan xiao fang fen dui	landmark	0.00
雙溪公園	shuang xi gong yuan	landmark	0.38
雙溪消防分隊	shuang xi xiao fang fen dui	landmark	0.03
雨聲	yu sheng	landmark	11.33
雨農	yu nong	landmark	2.07
雨農橋	yu nong qiao	landmark	0.06
雲霄寶殿	yun xiao bao dian	landmark	0.04
雷隱橋	lei yin qiao	landmark	0.02
靈威宮	ling wei gong	landmark	0.00
靈山大慈寺	ling shan da ci si	landmark	0.00
青礐橋	qing que qiao	landmark	0.00
青青農場	qing qing nong chang	landmark	0.27
靜修女中	jing xiu nv zhong	landmark	0.55
靜心	jing xin	landmark	75.90
韓僑	han qiao	landmark	0.85
順天橋	shun tian qiao	landmark	0.01
馬偕護校	ma jie hu xiao	landmark	0.16
馬槽橋	ma cao qiao	landmark	0.22
鳳凰溫泉	feng huang wen quan	landmark	0.01
麗山	li shan	landmark	10.49
麗山橋	li shan qiao	landmark	0.10
黃帝宮	huang di gong	landmark	0.01
黃帝神宮	huang di shen gong	landmark	0.07
鼎筆橋	ding bi qiao	landmark	0.05
鼎興橋	ding xing qiao	landmark	0.00
龍安	long an	landmark	8.87
龍山消防分隊	long shan xiao fang fen dui	landmark	0.00
